oylik_daromad,oylik_xarajat,qarz_miqdori,kredit_oylik_tolovi,biznes_yoshi,kech_tolovlar,soliq_qarzi,soha,hudud,naqd_ulushi,mavsumiylik,xodimlar_soni,import_bogliq,valyuta_kurs_xavfi,risk_score,bankrot
166980841,114561958,20768601,118088,0,3,46890198,Xizmat,Toshkent,0.62,1,50,0,0.5,30,0
38280506,30565472,13169934,106861,1,3,0,Savdo,Toshkent,0.33,1,100,0,0.31,34,0
231625328,191148649,101950221,1082257,5,5,50836403,Savdo,Toshkent,0.7,0,24,1,0.85,60,0
251591575,230816054,98365939,792884,0,6,0,Savdo,Toshkent,0.43,0,115,0,0.35,47,0
165102321,97303629,11324902,124569,8,1,28572591,Savdo,Toshkent,0.7,0,52,1,0.87,31,0
328789405,212004533,190317568,2357053,3,8,0,Ishlab chiqarish,Toshkent,0.38,0,41,0,0.07,46,0
309043602,268927804,17798148,199909,12,3,53798253,Ishlab chiqarish,Toshkent,0.27,0,98,1,0.39,45,1
44599542,42520716,6323987,52751,3,0,4720489,Xizmat,Toshkent,0.45,0,47,1,0.73,65,0
275447298,265293775,100953336,1195626,15,3,0,Savdo,Toshkent,0.41,0,4,0,0.32,49,0
219243736,197499283,142857381,1367195,11,1,42595605,Ishlab chiqarish,Viloyat,0.77,0,105,0,0.14,52,0
65551666,49650732,39443206,340216,5,8,46829444,Savdo,Toshkent,0.83,0,48,1,0.78,64,1
295436809,207078703,51963289,469662,14,0,0,Ishlab chiqarish,Viloyat,0.95,0,42,1,0.7,11,0
188253418,144430909,116290421,867718,15,3,0,Savdo,Toshkent,0.72,1,93,0,0.03,32,0
400075429,316297978,410393,2368,1,1,0,Ishlab chiqarish,Toshkent,0.3,1,5,1,0.65,37,0
107816360,98145222,54019668,493155,4,2,25689182,Xizmat,Viloyat,0.72,1,28,0,0.18,51,1
118004867,89665654,66398695,400996,0,3,0,Savdo,Toshkent,0.84,0,28,0,0.26,36,0
98220796,83267450,59376235,400045,11,5,56875195,Ishlab chiqarish,Toshkent,0.33,0,34,0,0.54,60,1
17430644,15067200,3959273,48039,6,8,30834375,Xizmat,Toshkent,0.33,1,60,0,0.24,64,1
155448702,112826550,63920890,322832,15,4,0,Savdo,Toshkent,0.68,0,52,0,0.05,24,0
207053669,144846472,137369734,1547136,13,1,0,Savdo,Viloyat,0.7,1,89,1,0.92,44,0
297555570,237306363,177596704,2018948,10,2,0,Savdo,Toshkent,0.54,0,20,0,0.26,33,0
161634592,144806852,95652276,1065932,4,9,0,Savdo,Toshkent,0.48,0,105,0,0.32,53,0
38298899,39624227,9151674,65067,3,5,0,Xizmat,Viloyat,0.53,1,47,1,0.81,100,1
209244110,132425896,123419259,735286,15,1,0,Savdo,Viloyat,0.79,1,65,0,0.51,24,0
113315264,62433468,41309110,214487,2,8,0,Savdo,Viloyat,0.75,0,52,1,0.99,43,0
156996403,101343399,31181052,387178,3,10,25183041,Savdo,Toshkent,0.38,0,96,1,0.92,60,1
337531073,286377006,85183949,445305,5,3,0,Ishlab chiqarish,Toshkent,0.89,0,5,0,0.55,14,0
266628534,183772085,155640474,1618459,0,6,0,Ishlab chiqarish,Viloyat,0.58,1,82,0,0.01,47,1
53682711,43833780,742150,7078,10,3,0,Savdo,Viloyat,0.35,0,8,1,0.45,37,0
272773443,262171646,95906645,872228,6,1,48892472,Ishlab chiqarish,Viloyat,0.63,1,98,0,0.06,56,0
127839819,127192576,22147277,241477,15,5,0,Savdo,Toshkent,0.67,0,34,1,0.89,86,1
171152500,147090387,112304346,708690,15,6,0,Savdo,Viloyat,0.68,1,53,0,0.3,55,1
107879607,70101789,40094014,277118,3,7,0,Ishlab chiqarish,Toshkent,0.74,0,82,0,0.35,24,0
66098842,67587063,16399524,181876,15,6,0,Xizmat,Toshkent,0.95,0,74,0,0.5,80,1
418035595,240490535,222033271,2455243,8,4,0,Ishlab chiqarish,Toshkent,0.82,0,78,0,0.44,22,0
120437228,71012847,5870633,53917,8,1,23415664,Ishlab chiqarish,Viloyat,0.85,0,88,0,0.31,22,1
305483116,265610057,22945048,216422,0,3,12889344,Ishlab chiqarish,Toshkent,0.26,1,102,0,0.19,48,0
58270524,35048318,11353926,92295,3,1,34430663,Savdo,Viloyat,0.93,0,63,1,0.43,36,0
152864598,159797462,75116821,594495,15,7,21579996,Ishlab chiqarish,Toshkent,0.33,0,31,1,0.36,100,1
27197259,23168728,15753109,159042,11,5,15937769,Xizmat,Toshkent,0.79,0,31,0,0.07,60,1
172769990,119189867,71408568,444948,7,4,0,Ishlab chiqarish,Viloyat,0.31,0,30,0,0.15,37,0
196910695,173336359,105837159,1114079,7,5,42175834,Savdo,Toshkent,0.78,0,29,0,0.48,54,0
218569720,209968772,146902755,1189359,11,7,0,Ishlab chiqarish,Viloyat,0.44,0,119,0,0.39,76,1
171693760,150481721,63575717,521367,7,8,35868534,Savdo,Toshkent,0.9,1,89,1,0.86,54,0
147627114,83935014,21513640,140748,9,7,0,Xizmat,Viloyat,0.92,0,91,0,0.55,19,0
24718847,20075879,10806279,86478,2,4,21450887,Xizmat,Toshkent,0.89,1,82,0,0.26,54,1
171281002,177257270,61042962,719115,1,9,16285753,Xizmat,Toshkent,0.3,1,37,0,0.04,100,1
64345600,61442370,14149955,172625,2,4,54899419,Xizmat,Toshkent,0.47,0,86,0,0.44,75,1
155743965,149332821,750096,7981,2,4,0,Xizmat,Toshkent,0.32,1,10,0,0.4,60,1
197337176,183533185,47833859,471064,14,2,0,Savdo,Viloyat,0.48,0,29,1,0.71,54,1
50952176,44454284,27483108,255997,2,6,0,Savdo,Toshkent,0.37,0,45,1,0.68,64,1
222660898,124022518,33956176,356188,4,3,16677433,Xizmat,Toshkent,0.6,1,12,1,0.58,28,0
74059538,77222015,24290837,153711,12,1,39473102,Savdo,Viloyat,0.31,1,44,0,0.38,100,1
352151250,319260307,185882772,1637630,0,0,49589155,Ishlab chiqarish,Viloyat,0.77,0,82,1,0.55,57,1
59826606,54659277,20861992,232790,9,2,0,Xizmat,Toshkent,0.26,0,15,0,0.1,30,0
139418245,83161872,17370747,172551,10,4,0,Savdo,Viloyat,0.65,1,71,0,0.33,17,0
117471214,122965683,38938985,347307,14,3,48378280,Xizmat,Toshkent,0.76,0,87,0,0.19,84,1
26368373,22184346,8820248,94027,12,7,49163426,Savdo,Toshkent,0.3,0,60,1,0.79,72,1
29566150,28486387,17118715,90401,9,3,0,Xizmat,Viloyat,0.52,1,57,0,0.22,80,1
36335935,35085978,6569870,34503,9,7,0,Ishlab chiqarish,Toshkent,0.34,1,98,1,0.96,92,1
231670985,214334289,112639321,1215825,9,9,53868646,Ishlab chiqarish,Viloyat,0.7,0,55,0,0.43,67,1
179117715,153013558,106602824,774013,7,10,0,Xizmat,Toshkent,0.51,0,25,0,0.53,45,1
152358574,85030576,51712355,580796,2,5,0,Xizmat,Toshkent,0.44,1,10,0,0.45,29,0
288422952,190788950,153895079,828526,5,8,0,Ishlab chiqarish,Toshkent,0.34,0,98,1,0.46,46,0
119512599,81063867,71737684,787914,2,2,9905203,Xizmat,Viloyat,0.87,0,93,0,0.13,43,0
389244394,330440166,99446630,1067832,3,4,0,Ishlab chiqarish,Viloyat,0.41,0,46,0,0.1,26,0
62861440,62835772,42032588,385712,15,6,0,Ishlab chiqarish,Toshkent,0.62,0,42,0,0.01,92,1
25674991,22570264,10845041,100444,0,4,0,Xizmat,Toshkent,0.8,1,43,0,0.12,58,0
129880180,105784697,56585373,345389,5,8,0,Xizmat,Toshkent,0.59,0,24,0,0.1,30,0
181048724,126868190,19100499,146566,13,10,12434644,Savdo,Toshkent,0.5,1,88,0,0.4,31,0
140401616,106698622,81162375,759854,5,8,0,Ishlab chiqarish,Viloyat,0.39,0,51,0,0.49,45,1
386755147,255993985,263994158,2394845,15,4,41987857,Ishlab chiqarish,Toshkent,0.54,0,1,0,0.5,57,0
135422628,92701073,33079486,340086,4,0,0,Xizmat,Viloyat,0.42,1,25,0,0.34,16,0
79061879,60520237,37027371,274048,11,2,57367719,Savdo,Viloyat,0.87,1,71,1,0.45,47,0
190980517,140933529,11117184,97537,8,6,34010735,Xizmat,Viloyat,0.57,0,116,0,0.03,31,0
224757916,150496878,57776245,566586,4,8,16806602,Ishlab chiqarish,Viloyat,0.26,1,111,0,0.18,45,0
94693343,91538662,7164875,46077,9,9,45232372,Xizmat,Viloyat,0.77,0,38,0,0.09,77,1
205535319,147723895,2161684,21743,2,2,41393092,Savdo,Viloyat,0.57,1,102,1,0.83,47,0
74535145,50823066,39848616,450818,11,10,0,Xizmat,Viloyat,0.75,0,69,0,0.39,31,0
124271845,105449526,21100403,184331,2,0,52137594,Xizmat,Toshkent,0.38,0,114,0,0.32,24,0
179425663,136388352,73257868,872282,15,6,37638079,Xizmat,Toshkent,0.5,1,91,0,0.1,43,1
122831398,68278009,13608796,122050,5,1,6967576,Xizmat,Toshkent,0.27,0,103,0,0.41,17,0
62407848,39662903,36705629,216386,14,8,32836354,Savdo,Viloyat,0.45,0,88,1,0.7,60,0
288544607,282490238,85084955,697518,15,3,32456279,Savdo,Toshkent,0.42,0,1,1,0.34,78,1
150816957,120054056,90179527,1019237,0,2,0,Ishlab chiqarish,Viloyat,0.37,1,71,0,0.35,49,0
165995436,138677926,4025533,39898,6,1,48496299,Xizmat,Toshkent,0.42,0,55,1,0.86,30,0
67198558,55453238,29524715,274705,7,8,25876958,Savdo,Toshkent,0.41,1,91,1,0.49,55,1
119102139,70811168,28390379,288110,11,7,31542592,Ishlab chiqarish,Viloyat,0.79,1,102,0,0.52,35,0
93517291,67798929,64253932,598798,5,3,0,Xizmat,Toshkent,0.67,0,16,1,0.95,42,0
80811873,47777864,53373919,327321,11,8,0,Savdo,Viloyat,0.64,0,73,0,0.49,45,0
167353077,146961053,114393888,1307892,6,4,1213456,Savdo,Viloyat,0.3,0,56,1,0.43,63,1
62526328,58818385,22735291,189325,7,4,0,Savdo,Viloyat,0.73,1,110,0,0.12,61,0
78066121,78661711,23555669,212009,11,0,0,Savdo,Toshkent,0.46,1,15,0,0.21,83,1
96541793,53321323,5280629,52636,8,1,37002291,Ishlab chiqarish,Viloyat,0.95,1,4,1,0.4,29,0
141735945,125549588,41335389,351393,4,2,0,Xizmat,Viloyat,0.5,0,89,1,0.28,35,0
26751854,15480448,3885302,27701,0,3,54644990,Savdo,Viloyat,0.31,0,87,1,0.86,63,1
189824318,171630252,60679621,684905,14,1,12272742,Savdo,Viloyat,0.37,1,45,1,0.6,44,1
65564480,62520884,36591691,319802,14,0,0,Xizmat,Toshkent,0.53,1,100,1,0.78,77,1
168306442,173408607,33279998,386349,2,7,52988894,Xizmat,Viloyat,0.66,1,99,1,0.92,100,1
198775452,139626217,45747490,250836,13,10,0,Xizmat,Toshkent,0.88,0,53,0,0.54,14,0
311466428,252894364,72368981,700564,6,5,0,Savdo,Toshkent,0.84,1,49,1,0.84,32,0
247042286,214817560,6968454,78291,11,0,0,Ishlab chiqarish,Viloyat,0.29,0,118,1,0.53,31,0
210332234,163627759,46902664,474704,9,6,0,Xizmat,Toshkent,0.25,0,4,1,0.87,40,0
195869483,189722597,68706798,405435,1,3,5656247,Ishlab chiqarish,Viloyat,0.39,1,91,1,0.55,83,1
100028986,100491925,21041484,107413,12,7,12652368,Savdo,Toshkent,0.49,1,113,0,0.12,100,1
67575663,41335524,5081228,46185,1,3,5412014,Ishlab chiqarish,Toshkent,0.84,0,50,0,0.28,28,0
42989560,24322286,21550905,141696,8,3,0,Xizmat,Viloyat,0.59,0,34,0,0.45,23,0
61596899,48276641,5712226,44395,4,9,14724979,Xizmat,Viloyat,0.55,0,86,1,0.57,37,0
166843470,146427825,41385540,468636,14,4,48665426,Savdo,Viloyat,0.5,0,82,0,0.08,44,0
74783299,43104614,22341668,194290,14,8,7661385,Xizmat,Toshkent,0.71,1,72,1,0.55,26,0
126690010,81507841,85299296,889822,5,8,4959010,Xizmat,Toshkent,0.9,0,96,1,0.61,40,0
284747727,177439851,161023873,1351937,6,3,0,Ishlab chiqarish,Toshkent,0.33,1,25,1,0.94,48,0
408246687,296198010,220306079,2552338,13,4,0,Ishlab chiqarish,Toshkent,0.74,0,61,0,0.14,22,0
258084237,218307522,173030613,2062530,2,9,0,Ishlab chiqarish,Viloyat,0.92,0,117,1,0.72,61,1
120459406,119498189,67804783,445100,1,0,0,Savdo,Viloyat,0.31,0,89,1,0.81,100,1
196354986,188799231,5925584,42337,11,7,0,Savdo,Toshkent,0.55,1,41,1,0.6,60,0
94039793,97351273,60997546,340579,11,0,0,Ishlab chiqarish,Viloyat,0.82,1,114,0,0.02,97,1
49467136,32785236,24873761,136620,7,5,0,Xizmat,Viloyat,0.84,1,77,1,0.51,37,0
247147627,230195073,42407485,302455,8,10,9407870,Ishlab chiqarish,Viloyat,0.5,1,102,0,0.27,60,0
325210624,237551335,31550416,331989,8,2,9730193,Ishlab chiqarish,Viloyat,0.77,1,28,0,0.36,21,0
180088210,114389158,48885685,601307,10,0,0,Ishlab chiqarish,Viloyat,0.64,1,90,0,0.34,5,0
389001655,245332037,168491125,2045131,15,6,55452005,Ishlab chiqarish,Toshkent,0.36,0,61,1,0.43,58,1
84464083,52499003,1621298,13973,12,4,25851386,Savdo,Viloyat,0.37,1,111,1,0.81,51,1
209041882,145274002,38839389,199687,4,5,29269337,Savdo,Toshkent,0.47,1,80,1,0.25,46,0
382096966,267305994,160414910,1504885,5,7,30017417,Ishlab chiqarish,Viloyat,0.3,0,82,0,0.18,57,1
74634232,58513893,25434170,242558,0,9,0,Ishlab chiqarish,Viloyat,0.51,1,93,1,0.96,52,1
156745327,138163947,24420531,235861,13,5,0,Xizmat,Viloyat,0.6,1,78,0,0.15,29,0
48947040,27513666,23671370,123508,15,2,0,Savdo,Viloyat,0.74,1,79,0,0.09,29,0
32821795,25867635,607510,7276,0,4,25464797,Savdo,Toshkent,0.43,1,77,0,0.37,41,0
175409393,105563001,65707164,484871,3,7,6865256,Savdo,Viloyat,0.76,1,17,1,0.44,47,0
159969287,124446265,53674979,458334,14,3,0,Xizmat,Viloyat,0.5,1,51,1,0.87,28,0
26107791,23367867,13683969,139110,12,3,59954411,Xizmat,Viloyat,0.42,0,116,0,0.53,68,1
130472278,75983857,20978803,191132,6,9,1309799,Xizmat,Toshkent,0.32,1,78,0,0.26,24,0
265051734,159707415,76421193,474246,7,7,51892647,Savdo,Toshkent,0.45,1,23,1,0.68,47,1
6474799,6516901,1879704,12385,7,3,41408516,Xizmat,Toshkent,0.83,0,63,1,0.39,87,0
76366213,47271326,7411605,52717,1,10,0,Xizmat,Toshkent,0.52,0,32,0,0.18,31,0
116778877,119208192,8040309,40724,10,1,0,Xizmat,Viloyat,0.66,1,82,1,0.35,81,1
132216938,117909077,39924130,347202,3,10,0,Ishlab chiqarish,Toshkent,0.65,0,43,1,0.9,46,1
176900863,176792146,109680440,552741,0,10,52342197,Xizmat,Viloyat,0.71,0,73,1,0.33,100,1
143131131,123899280,42934445,304299,4,7,44931921,Savdo,Viloyat,0.27,0,75,1,0.42,69,1
165351273,162858581,21992538,120580,15,0,4420500,Xizmat,Toshkent,0.32,0,104,0,0.13,60,1
269969817,211835006,116768048,681078,14,0,0,Savdo,Viloyat,0.61,1,98,1,0.91,31,0
90126738,64195276,42488335,360873,11,7,0,Ishlab chiqarish,Toshkent,0.55,1,49,1,0.58,36,0
300992788,172623653,128373761,1497066,10,3,0,Ishlab chiqarish,Toshkent,0.6,1,107,1,0.39,25,0
10037232,9504519,4893182,32190,3,10,0,Xizmat,Viloyat,0.52,1,91,0,0.31,86,1
344099437,272182974,136657760,1064166,12,3,51047100,Ishlab chiqarish,Toshkent,0.5,1,1,1,0.47,43,0
145674869,145917643,23499834,250287,2,4,34977510,Ishlab chiqarish,Viloyat,0.48,0,19,1,0.32,100,1
125710475,91725728,11641305,115290,0,3,14297879,Xizmat,Viloyat,0.87,0,32,0,0.54,29,0
25513379,23311187,17055487,103978,13,0,0,Savdo,Viloyat,0.53,0,96,1,0.37,63,0
172557080,164747433,91126919,907007,13,5,27352569,Ishlab chiqarish,Viloyat,0.54,0,49,0,0.23,80,1
76717975,63978243,6574814,49023,11,9,42727091,Savdo,Toshkent,0.33,0,117,1,0.57,48,0
429005881,329794670,235157489,2669074,6,0,1648063,Ishlab chiqarish,Viloyat,0.64,0,52,1,0.43,23,0
228645163,139557190,142564705,959757,1,0,8825288,Ishlab chiqarish,Viloyat,0.26,0,41,1,0.94,65,1
40019904,37928150,15853222,94977,11,0,29432143,Ishlab chiqarish,Viloyat,0.26,1,110,0,0.52,71,1
194480806,131669803,110559848,1224473,3,9,27985227,Ishlab chiqarish,Viloyat,0.66,1,47,0,0.24,53,0
279709131,274842717,169734774,2031958,13,7,0,Ishlab chiqarish,Viloyat,0.72,0,68,1,0.51,100,1
228676321,197100219,45813815,435718,12,3,0,Savdo,Viloyat,0.52,0,93,1,0.39,35,0
191853397,200829330,20383923,238788,9,0,58785617,Ishlab chiqarish,Viloyat,0.93,1,58,1,0.96,100,1
254690821,187711497,147482574,977595,5,6,12413063,Ishlab chiqarish,Toshkent,0.44,0,17,1,0.27,48,0
89956358,78411812,54248345,332282,11,9,8596663,Xizmat,Viloyat,0.37,0,38,1,0.5,71,1
197962585,128420344,121942189,1458730,8,8,43670741,Savdo,Viloyat,0.36,1,61,1,0.6,73,1
106097315,86149553,13824901,121239,6,3,0,Ishlab chiqarish,Toshkent,0.25,1,39,1,0.63,26,0
186730317,195896548,38020621,468740,5,3,23054503,Savdo,Viloyat,0.27,0,12,1,0.82,100,1
175229673,127841625,16744136,97475,1,3,0,Ishlab chiqarish,Viloyat,0.59,0,68,1,0.34,30,0
225884525,187676122,102149825,568077,10,9,4438307,Savdo,Viloyat,0.76,1,25,1,0.75,53,1
166166634,96842260,106632649,1155490,11,7,0,Savdo,Toshkent,0.28,1,27,0,0.3,50,0
110523980,105696589,66167145,341025,14,2,11953418,Xizmat,Toshkent,0.6,0,17,0,0.54,74,1
101054938,65199671,22218231,275293,9,7,4937408,Savdo,Viloyat,0.26,1,44,1,0.39,38,0
153813787,129865064,39143533,231824,8,9,0,Savdo,Toshkent,0.33,1,82,1,0.85,42,0
197500364,124183916,93789098,622701,9,10,58854917,Savdo,Viloyat,0.52,0,31,0,0.53,54,0
56710671,58146123,24675767,274080,5,8,41037282,Savdo,Viloyat,0.63,0,36,0,0.18,100,1
23943857,20783030,2455843,19572,11,1,34425470,Savdo,Viloyat,0.53,0,113,0,0.38,57,0
123941997,101598634,1085659,9709,10,3,0,Xizmat,Toshkent,0.82,0,115,1,0.69,12,0
289767820,173032814,12818383,94555,14,8,0,Ishlab chiqarish,Toshkent,0.95,1,49,1,0.78,30,0
78962443,43933226,2098518,12447,0,2,0,Savdo,Toshkent,0.41,0,116,0,0.34,29,0
512408118,329717144,297920906,2495607,10,2,43168204,Ishlab chiqarish,Toshkent,0.74,1,50,1,0.75,46,0
146889843,120359187,9466354,92062,13,5,0,Xizmat,Viloyat,0.72,1,13,1,0.27,26,0
391062807,375980010,67285348,755789,15,0,55194840,Ishlab chiqarish,Viloyat,0.74,1,3,0,0.31,55,1
134592332,136100739,20095431,251108,9,4,0,Xizmat,Toshkent,0.72,0,92,0,0.46,72,1
133081810,97742107,38595251,311349,5,9,31868089,Savdo,Viloyat,0.74,1,43,1,0.75,49,1
241248941,242593644,49632486,357854,4,1,19012106,Ishlab chiqarish,Toshkent,0.85,1,81,0,0.53,89,1
47752510,31170796,15560799,121297,3,10,17576995,Savdo,Toshkent,0.85,0,44,1,0.38,35,1
227078964,209621290,39236419,320832,12,0,0,Savdo,Toshkent,0.92,1,32,1,0.41,34,0
293075854,252209828,160318450,837178,1,6,6536841,Ishlab chiqarish,Viloyat,0.64,0,93,0,0.55,63,1
424716423,370029575,599155,3231,0,0,0,Ishlab chiqarish,Toshkent,0.28,1,54,0,0.27,32,0
133900877,91701530,64042800,797046,7,8,0,Savdo,Viloyat,0.57,1,45,1,0.53,43,0
99897190,80805737,4822791,33121,10,2,20478227,Ishlab chiqarish,Viloyat,0.61,1,95,0,0.24,27,0
112999862,101542195,72335262,701716,5,10,1168550,Xizmat,Viloyat,0.43,1,92,1,0.26,57,1
78582975,44354891,18905141,188010,9,9,0,Ishlab chiqarish,Viloyat,0.94,1,98,0,0.26,23,0
16563681,13543983,267163,2742,5,3,0,Xizmat,Toshkent,0.35,1,4,0,0.26,38,1
115941681,111564561,67349206,428977,1,5,16752065,Xizmat,Toshkent,0.26,0,92,0,0.39,100,1
200168200,186909908,55833138,359256,7,8,0,Savdo,Viloyat,0.27,1,37,0,0.4,61,0
250464703,231237313,38448637,479293,9,6,0,Savdo,Toshkent,0.58,0,15,0,0.22,44,0
196198226,156932814,74869045,850458,14,3,0,Savdo,Toshkent,0.62,1,67,1,0.92,24,0
154776191,132385611,75454339,585000,0,0,16635115,Xizmat,Viloyat,0.79,0,12,0,0.05,45,0
156631082,118433128,45244695,530247,7,8,20493229,Xizmat,Viloyat,0.87,1,17,0,0.43,35,0
93234837,72393860,39839971,251187,8,5,0,Ishlab chiqarish,Toshkent,0.37,1,55,0,0.18,40,0
136383696,142018359,94511877,665363,14,6,26434821,Xizmat,Viloyat,0.59,0,100,1,0.61,100,1
128773129,123542549,22613682,275884,11,9,0,Savdo,Toshkent,0.62,1,49,1,0.83,66,0
42779251,38015927,15945454,82114,7,5,57190714,Xizmat,Viloyat,0.54,0,63,0,0.12,64,1
287344659,273358680,26109311,170971,6,3,1596328,Savdo,Toshkent,0.71,1,109,1,0.61,52,0
180729682,140479081,29038916,207526,0,5,0,Ishlab chiqarish,Viloyat,0.28,0,39,0,0.01,45,0
104322882,102021562,60461593,685312,7,10,0,Savdo,Toshkent,0.55,1,102,0,0.54,92,1
86729283,57132083,39265699,333460,15,7,0,Savdo,Toshkent,0.25,1,69,0,0.3,42,0
68163919,45475942,18699509,144268,15,8,0,Xizmat,Viloyat,0.37,1,10,0,0.44,33,0
113518939,88402682,72264416,520355,3,10,46850075,Ishlab chiqarish,Viloyat,0.72,0,87,0,0.0,61,1
46291338,25789319,7273421,41616,3,8,30955403,Xizmat,Toshkent,0.93,1,19,1,0.62,42,0
154949314,121138118,68027266,812077,5,8,0,Xizmat,Viloyat,0.29,0,94,0,0.55,41,0
29410281,19236443,12672426,129470,14,10,0,Xizmat,Viloyat,0.87,1,20,0,0.2,35,0
70386872,40980306,536345,5512,6,8,0,Xizmat,Toshkent,0.62,1,71,0,0.49,14,0
192793228,199611191,28293296,322508,2,6,39690055,Ishlab chiqarish,Toshkent,0.32,0,99,0,0.18,100,1
94338283,67120126,8078722,95382,10,4,0,Ishlab chiqarish,Viloyat,0.56,1,66,1,0.95,27,0
164008254,121515969,16338774,172876,6,9,11971969,Savdo,Viloyat,0.68,0,103,0,0.1,31,0
123642952,124750978,20439968,105923,13,8,5427394,Xizmat,Viloyat,0.88,1,46,0,0.38,97,1
140607511,113287781,86627917,456369,4,0,19067531,Xizmat,Toshkent,0.75,0,57,1,0.95,40,0
72509791,42763100,46498092,389375,15,9,10151651,Savdo,Toshkent,0.47,1,78,0,0.34,51,1
62545396,65330325,41111597,320535,2,3,0,Xizmat,Viloyat,0.64,1,65,1,0.27,100,1
384053734,342229991,182970894,1578010,0,1,0,Ishlab chiqarish,Toshkent,0.57,1,44,1,0.41,45,0
194117983,192606283,6519926,74961,6,3,47751922,Xizmat,Toshkent,0.86,1,9,0,0.1,82,1
183944986,186095176,16848811,122266,13,9,0,Savdo,Toshkent,0.54,1,20,1,0.78,100,1
230555136,176420370,51570667,501943,6,0,0,Ishlab chiqarish,Viloyat,0.46,1,69,0,0.37,10,0
67297931,56487046,23518793,213196,15,4,13110799,Xizmat,Toshkent,0.4,1,64,0,0.09,17,0
135622394,111952361,70941376,614064,4,3,46114072,Savdo,Viloyat,0.91,1,84,1,0.6,53,1
363106984,321209425,136110262,1403127,13,9,0,Ishlab chiqarish,Viloyat,0.5,1,64,1,0.25,41,0
67837949,42635577,33346149,211661,10,10,0,Xizmat,Viloyat,0.43,1,111,0,0.04,36,0
126887500,117641321,44430616,266731,8,3,0,Xizmat,Toshkent,0.91,1,66,0,0.13,32,0
92167844,65941240,20316012,219511,6,8,0,Xizmat,Toshkent,0.56,0,16,0,0.1,18,0
104608762,81439156,3343401,38911,3,9,46749670,Savdo,Viloyat,0.42,0,99,1,0.96,60,0
312536855,326832621,108972952,1100037,5,9,45955141,Ishlab chiqarish,Viloyat,0.42,0,74,0,0.49,100,1
438292020,432697352,166768576,1626491,13,9,0,Ishlab chiqarish,Toshkent,0.36,0,32,1,0.86,76,1
73559457,76482621,51461321,307214,8,5,0,Savdo,Viloyat,0.72,1,28,1,0.7,100,1
169397117,168603433,14839546,76716,8,3,0,Savdo,Toshkent,0.93,1,31,0,0.15,72,1
15449564,8951432,3052560,25503,11,0,0,Savdo,Viloyat,0.9,1,35,0,0.09,7,0
218497830,174603620,68426343,412887,13,9,33193423,Savdo,Viloyat,0.42,0,27,1,0.91,54,1
138285918,99305041,83513367,637578,10,4,0,Savdo,Viloyat,0.85,0,39,1,0.65,43,0
157577495,121476902,9409827,73977,2,0,0,Xizmat,Toshkent,0.84,1,116,0,0.0,2,0
78135242,74318732,7558684,53442,13,10,0,Savdo,Viloyat,0.48,1,35,1,0.83,94,1
125861633,87683288,17930585,114023,15,7,49996114,Xizmat,Viloyat,0.39,0,57,0,0.12,41,0
141338952,85167027,85585802,577873,0,4,41511372,Savdo,Viloyat,0.33,0,44,1,0.9,83,0
41783532,41867834,11607341,108724,9,0,0,Xizmat,Toshkent,0.27,0,111,0,0.29,72,0
32993728,27931451,14565993,162682,15,2,32990990,Xizmat,Toshkent,0.71,1,32,1,0.79,42,0
204311715,190030526,111510436,994550,0,3,0,Savdo,Viloyat,0.51,1,35,1,0.28,75,1
101978722,94043635,1288572,10878,10,3,0,Xizmat,Viloyat,0.91,0,83,0,0.04,31,0
178705279,138847220,72215572,466812,14,4,48166892,Xizmat,Viloyat,0.76,1,107,0,0.09,35,0
64011214,61038971,31423394,334241,1,10,0,Xizmat,Viloyat,0.33,0,2,0,0.43,100,1
316445355,258831948,74535875,382249,2,1,45788622,Ishlab chiqarish,Viloyat,0.75,1,75,1,0.46,34,0
196506190,134839615,92869600,500324,14,7,0,Savdo,Viloyat,0.38,0,102,1,0.6,53,0
219176159,149576112,52352132,619986,5,9,59239735,Savdo,Viloyat,0.63,1,10,1,0.97,53,1
240344107,139258321,76920787,659751,8,2,0,Savdo,Viloyat,0.67,0,88,1,0.97,29,0
18183762,18850487,4093378,28119,7,2,7659317,Xizmat,Viloyat,0.52,1,35,0,0.12,94,1
39078732,23412395,14457342,140800,9,4,0,Ishlab chiqarish,Viloyat,0.56,0,35,1,0.61,21,0
112136162,75535015,29289345,260774,7,9,55701207,Ishlab chiqarish,Viloyat,0.58,1,36,0,0.33,35,0
223388330,207703497,150920845,1857569,4,10,0,Ishlab chiqarish,Toshkent,0.36,0,10,0,0.02,78,1
187942869,174467054,40689552,239496,9,5,52197891,Savdo,Toshkent,0.42,0,108,0,0.4,57,1
52992090,43680107,27446488,247398,3,8,0,Xizmat,Toshkent,0.73,1,45,0,0.06,32,0
182077792,115148688,69308781,640002,12,8,0,Savdo,Viloyat,0.34,1,10,1,0.36,42,0
18924669,19076147,4451816,48876,10,4,0,Ishlab chiqarish,Viloyat,0.58,1,44,0,0.18,87,1
151958611,106057020,45461250,561174,11,5,0,Xizmat,Viloyat,0.42,1,93,0,0.17,24,0
427095783,369318281,189112878,2176883,1,7,7876936,Ishlab chiqarish,Toshkent,0.28,0,50,0,0.49,68,0
15781226,14253179,4107698,35976,15,1,0,Xizmat,Viloyat,0.38,0,35,1,0.65,50,0
